STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM,MOA_URL,ADDENDUM_URL
FLORIDA,Calhoun County Sheriff's Office,County,Calhoun County ,Warrant Service Officer,2019-09-09,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_CalhounCoFl2019-09-09.pdf,
FLORIDA,Cape Coral Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/CapeCoralPDFL_7.2.2025.pdf,
FLORIDA,Casselberry Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/CasselberryPDFL_7.2.2025.pdf,
FLORIDA,Charlotte County Sheriff's Office,County,Charlotte County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/CharlotteCoSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,Charlotte County Sheriff's Office,County,Charlotte County ,Warrant Service Officer,2019-05-06,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_CharlotteCoFl2019-05-06.pdf,
FLORIDA,Chattahoochee Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/ChattahoocheePoliceDept_TFM_MOA_02.28.25.pdf,
FLORIDA,Citrus County Sheriff's Office,County,Citrus County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/CitrusCoSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,Citrus County Sheriff's Office,County,Citrus County ,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/citrusCoSheriffsOffice_WSO_MOA_02262025.pdf,
FLORIDA,City of Miami Police Department ,Municipality,,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/CityMiamiPDFL_TFM_MOA_08282025.pdf,
FLORIDA,Clay County Sheriff's Office,County,Clay County ,Jail Enforcement Model,2020-03-11,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_ClayCoFl2020-03-11.pdf,
FLORIDA,Clay County Sheriff's Office,County,Clay County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/ClayCoSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,Clay County Sheriff's Office,County,Clay County ,Warrant Service Officer,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/clayCoSheriffsOffice_WSO_MOA_02242025.pdf,
FLORIDA,Clearwater Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/ClearwaterPoliceDept_TFM_MOA_02.28.25.pdf,
FLORIDA,Clermont Police Department,Municipality,,Task Force Model,2025-03-05,link,,https://www.ice.gov/doclib/287gMOA/clermontPoliceDeptFL_TFM_MOA_03.04.25.pdf,
FLORIDA,Clewiston Police Department,Municipality,Hendry County ,Task Force Model,2025-07-24,link,,https://www.ice.gov/doclib/287gMOA/ClewistonPoliceDeptFL_TFM_MOA_07242025.pdf,
FLORIDA,Cocoa Beach Police Department,Municipality,,Task Force Model,2025-03-25,link,,https://www.ice.gov/doclib/287gMOA/cocoaBeachPoliceDeptFL_TFM_MOA_03.18.25.pdf,
FLORIDA,Cocoa Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/CocoaPDFL_7.2.2025.pdf,
FLORIDA,Coconut Creek Police Department,Municipality,,Task Force Model,2025-06-13,link,,https://www.ice.gov/doclib/287gMOA/CoconutCreekPoliceDeptFL_TFM_MOA_06132025.pdf,
FLORIDA,Collier County Sheriff's Office,County,Collier County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_CollierCoFL2020-06-09.pdf,
FLORIDA,Collier County Sheriff's Office,County,Collier County ,Task Force Model,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/collierCoFL_TFM_MOA_02.24.2025.pdf,
FLORIDA,Columbia County Sheriff's Office,County,Columbia County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/ColumbiaCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Columbia County Sheriff's Office,County,Columbia County ,Warrant Service Officer,2019-05-06,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_ColumbiaCoFl2019-05-06.pdf,
FLORIDA,Coral Gables Police Department,Municipality,,Task Force Model,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/coralCablesPoliceDeptFL_TFM_MOA_03.05.25.pdf,
FLORIDA,Cross City Police Department ,Municipality,Dixie County ,Task Force Model,2025-09-22,link,,https://www.ice.gov/doclib/287gMOA/CrossCityPoliceDeptFL_TFM_MOA_09222025.pdf,
FLORIDA,Dade City Police Department ,Municipality,Pasco County,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/DadeCityPoliceDeptFL_TFM_MOA_11042025.pdf,
FLORIDA,Davenport Police Department,Municipality,,Task Force Model,2025-04-25,link,,https://www.ice.gov/doclib/287gMOA/DavenportPoliceDeptFL_TFM_MOA_04282025.pdf,
FLORIDA,Davie Police Department,Municipality,,Task Force Model,2025-03-07,link,,https://www.ice.gov/doclib/287gMOA/daviePoliceDeptFL_TFM_MOA_03.05.25.pdf,
FLORIDA,Daytona Beach Police Department,Municipality,,Task Force Model,2025-04-29,link,,https://www.ice.gov/doclib/287gMOA/Daytona_beach_PD_FL_TFM_MOA_04.29.25.pdf,
FLORIDA,Daytona Beach Shores Public Safety,Municipality,,Task Force Model,2025-03-10,link,,https://www.ice.gov/doclib/287gMOA/daytonaBeachShoresPoliceDeptFL_TFM_MOA_03.07.25.pdf,
FLORIDA,Deland Police Department,Municipality,,Task Force Model,2025-03-05,link,,https://www.ice.gov/doclib/287gMOA/DeLandPDFL_TFM_MOA_030425.pdf,
FLORIDA,Delray Beach Police Department ,Municipality,Palm Beach County,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/DelrayBeachPoliceDeptFL_TFM_MOA_11042025.pdf,
FLORIDA,DeSoto County Sheriff's Office,County,DeSoto County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/DeSotoCoSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,DeSoto County Sheriff's Office,County,DeSoto County ,Warrant Service Officer,2019-10-15,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_DesotoCoFl2019-10-15.pdf,
FLORIDA,District Board of Trustees of Pensacola State College,State Agency,Escambia County,Task Force Model,2025-09-09,link,,https://www.ice.gov/doclib/287gMOA/PensacolaStateCollegeFL_TFM_MOA_09092025.pdf,
FLORIDA,Dixie County Sheriff's Office,County,Dixie County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/DixieCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Dixie County Sheriff's Office,County,Dixie County ,Warrant Service Officer,2025-02-24,link,,https://www.ice.gov/doclib/287gMOA/dixieCoSheriffsOffice_WSO_MOA_02242025.pdf,
FLORIDA,Doral Police Department,Municipality,Miami-Dade County,Task Force Model,2026-01-07,link,,https://www.ice.gov/doclib/287gMOA/DoralPoliceDeptFL_TFM_MOA_01072026.pdf,
FLORIDA,Eatonville Police Department,Municipality,,Task Force Model,2025-06-18,link,,https://www.ice.gov/doclib/287gMOA/EatonvillePoliceDeptFL_TFM_MOA_06182025.pdf,
FLORIDA,Edgewater Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/EdgewaterPoliceDeptFL_TFM_MOA_07022025.pdf,
FLORIDA,Edgewood Police Department,Municipality,,Task Force Model,2025-04-10,link,,https://www.ice.gov/doclib/287gMOA/EdgewoodPoliceDeptFL_TFM_MOA_04.10.2025.pdf,
FLORIDA,Escambia County Board of County Commissioners/ Department of Corrections ,County,Escambia County ,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/escambiaCo_WSO_MOA_02.21.2025.pdf,
FLORIDA,Escambia County Sheriff's Office,County,Escambia County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/EscambiaCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Eustis Police Department,Municipality,,Task Force Model,2025-04-02,link,,https://www.ice.gov/doclib/287gMOA/EustisPoliceDeptFL_TFM_MOA_03.26.2025.pdf,
FLORIDA,Fellsmere Police Department,Municipality,,Task Force Model,2025-04-23,link,,https://www.ice.gov/doclib/287gMOA/FellsmerePoliceDeptFL_TFM_MOA_04232025.pdf,
FLORIDA,Flagler Beach Police Department,Municipality,Flagler County ,Task Force Model,2025-07-23,link,,https://www.ice.gov/doclib/287gMOA/FlaglerBeachPoliceDeptFL_TFM_MOA_07232025.pdf,
FLORIDA,Flagler County Sheriff's Office,County,Flagler County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/FlaglerCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Flagler County Sheriff's Office,County,Flagler County ,Warrant Service Officer,2019-09-09,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_FlaglerCoFl2019-09-09.pdf,
FLORIDA,Florida A&M University Board of Trustees,Municipality,,Task Force Model,2025-04-15,link,,https://www.ice.gov/doclib/287gMOA/FLORIDA_AM_UNIVERSITY_BOARD_OF_TRUSTEES_FL_TFM_04.15.25.pdf,
FLORIDA,Florida Atlantic Police Department ,Municipality,Broward County ,Task Force Model,2025-07-24,link,,https://www.ice.gov/doclib/287gMOA/FloridaAtlanticPoliceDeptFL_TFM_MOA_07242025.pdf,
FLORIDA,Florida Department of Corrections,State Agency,,Jail Enforcement Model,2020-08-21,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_FL_DOC_FL_08-21-2020.pdf,
FLORIDA,"Florida Department of Environmental Protection, Division of Law Enforcement ",State Agency,,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/FloridaDeptEnvironProtectDivLawEnf_TFM_MOA_04252025.pdf,
FLORIDA,"Florida Department of Financial Services, Criminal Investigation Division",State Agency,,Task Force Model,2025-07-24,link,,https://www.ice.gov/doclib/287gMOA/CriminalInvDivDeptFinSvcsFL_TFM_MOA_07242025.pdf,
FLORIDA,"Florida Department of Highway Safety and Motor Vehicles, Division of Highway Patrol",State Agency,,Task Force Model,2025-02-07,link,,https://www.ice.gov/doclib/287gMOA/floridaHighwayPatrol_02.07.2025.pdf,
FLORIDA,Florida Department of Law Enforcement,State Agency,,Task Force Model,2025-02-14,link,,https://www.ice.gov/doclib/287gMOA/floridaDeptLawEnforcement_TFM_MOA_02.14.2025.pdf,
FLORIDA,Florida Department of Lottery Services ,State Agency,,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/Florida_Dept_of_Lottery_Division_of_Security_State_FL_TFM_04.23.25.pdf,
FLORIDA,Florida Division of Alcoholic Beverages and Tobacco,State Agency,,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/FloridaDBPR_ABT_ABLE_TFM_MOA_04242025.pdf,
FLORIDA,Florida Fish & Wildlife Conservation Commission,State Agency,,Task Force Model,2025-02-14,link,,https://www.ice.gov/doclib/287gMOA/floridaFishWildlife_TFM_MOA_02.14.2025.pdf,
FLORIDA,Florida Gaming Control Commission,State Agency,,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/FloridaGamingControlCommission_TFM_MOA_04242025.pdf,
FLORIDA,Florida Gulf Coast University Police Department,Municipality,,Task Force Model,2025-05-08,link,,https://www.ice.gov/doclib/287gMOA/GulfCoastUnivPoliceDeptFL_TFM_MOA_05082025.pdf,
FLORIDA,Florida International University Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/FloridaInternationalUniversityPD_7.2.2025.pdf,
FLORIDA,Florida National Guard,State Agency,,Task Force Model,2025-04-02,link,,https://www.ice.gov/doclib/287gMOA/MOA_Between_ICE_FloridaNatGuard_04022025.pdf,
FLORIDA,Florida Polytechnic University Police Department,Municipality,,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/PolytechnicUnivPoliceDeptFL_TFM_MOA_04242025.pdf,
FLORIDA,Florida Southwestern State College Police Department,Municipality,,Task Force Model,2025-04-15,link,,https://www.ice.gov/doclib/287gMOA/Florida_Southwestern_State_College_PD_FL_TFM_04.15.25.pdf,
FLORIDA,Florida State College at Jacksonville Police Department ,Municipality,,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/FloridaStateCollegeJacksonvillePDFL_TFM_MOA_08282025.pdf,
FLORIDA,Florida State Guard,State Agency,,Task Force Model,2025-03-19,link,,https://www.ice.gov/doclib/287gMOA/floridaStateGuard_TFM_MOA_03.19.25.pdf,
FLORIDA,Fort Myers Police Department,Municipality,,Task Force Model,2025-05-16,link,,https://www.ice.gov/doclib/287gMOA/FortMyersPoliceDeptFL_TFM_MOA_05162025.pdf,
FLORIDA,Fort Walton Beach Police Department,Municipality,Okaloosa County,Task Force Model,2025-08-04,link,,https://www.ice.gov/doclib/287gMOA/FortWaltonBeachPDFL_TFM_MOA.pdf,
FLORIDA,Franklin County Sheriff's Office,County,Franklin County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/FranklinCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Franklin County Sheriff's Office,County,Franklin County ,Warrant Service Officer,2019-10-15,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_FranklinCoFl2019-10-15.pdf,
FLORIDA,Fruitland Park Police Department,Municipality,Lake County,Task Force Model,2025-11-04,link,,https://www.ice.gov/doclib/287gMOA/FruitlandPoliceDeptFL_TFM_MOA_11042025.pdf,
FLORIDA,Gadsden County Sheriff's Office,County,Gadsden County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/GadsdenCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Gadsden County Sheriff's Office,County,Gadsden County ,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/gadsdenCoSheriffDept_WSO_MOA_02.26.2025.pdf,
FLORIDA,Gilchrist County Sheriff's Office,County,Gilchrist County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/GilchristCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Gilchrist County Sheriff's Office,County,Gilchrist County ,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/gilchristCoSheriffOffice_WSO_MOA_02.20.2025.pdf,
FLORIDA,Glades County Sheriff's Office,County,Glades County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/GladesCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Glades County Sheriff's Office,County,Glades County ,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/gladesCo_WSO_MOA_02.18.2025.pdf,
FLORIDA,Green Cove Springs Police Department,Municipality,,Task Force Model,2025-04-10,link,,https://www.ice.gov/doclib/287gMOA/GreenCoveSpringsPoliceDeptFL_TFM_MOA_04.10.2025.pdf,
FLORIDA,Gretna Police Department ,Municipality,Gadsden County,Task Force Model,2025-12-08,link,,https://www.ice.gov/doclib/287gMOA/GretnaPDFL_TFM_MOA_12082025.pdf,
FLORIDA,Gulf Breeze Police Department,Municipality,,Task Force Model,2025-04-24,link,,https://www.ice.gov/doclib/287gMOA/GulfBreezePoliceDeptFL_TFM_MOA_04242025.pdf,
FLORIDA,Gulf County Board of County Commissioners /Detention Facility ,County,Gulf County,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/gulfCoBoardCountyCommissioners_WSO_MOA_02.19.2025.pdf,
FLORIDA,Gulf County Sheriff's Office,County,Gulf County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/GulfCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Gulf Stream Police Department,Municipality,,Task Force Model,2025-08-28,link,,https://www.ice.gov/doclib/287gMOA/GulfStreamPDFL_TFM_MOA08282025.pdf,
FLORIDA,Gulfport Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/GulfportPoliceDeptFL_TFM_MOA_02272025.pdf,
FLORIDA,Haines City Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/HainesCityPoliceDepartmentFL_07.02.2025.pdf,
FLORIDA,Hamilton County Sheriff's Office,County,Hamilton County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/HamiltonCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Hamilton County Sheriff's Office,County,Hamilton County ,Warrant Service Officer,2019-10-15,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_HamiltonCoFl2019-10-15.pdf,
FLORIDA,Hardee County Sheriff's Office,County,Hardee County ,Task Force Model,2025-05-08,link,,https://www.ice.gov/doclib/287gMOA/HardeeCountyFL_5.8.25.pdf,
FLORIDA,Hardee County Sheriff's Office,County,Hardee County ,Warrant Service Officer,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/hardeeCoSheriffsOffice_WSO_MOA_02.26.2025.pdf,
FLORIDA,Havana Police Department,Municipality,,Task Force Model,2025-04-10,link,,https://www.ice.gov/doclib/287gMOA/HavanaPoliceDeptFL_TFM_MOA_04.10.2025.pdf,
FLORIDA,Hendry County Sheriff's Office,County,Hendry County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/HendryCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Hendry County Sheriff's Office,County,Hendry County ,Warrant Service Officer,2019-10-15,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_HendryCoFl2019-10-15.pdf,
FLORIDA,Hernando County Sheriff's Office,County,Hernando County ,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_HernandoCoFl2020-06-09.pdf,
FLORIDA,Hernando County Sheriff's Office,County,Hernando County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/HernandoCoSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,Hernando County Sheriff's Office,County,Hernando County ,Warrant Service Officer,2019-05-06,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_HernandoCoFl2019-05-06.pdf,
FLORIDA,Hialeah Police Department,Municipality,,Task Force Model,2025-07-02,link,,https://www.ice.gov/doclib/287gMOA/HialeahPDFL_7.2.25.pdf,
FLORIDA,High Springs Police Department,Municipality,,Task Force Model,2025-03-25,link,,https://www.ice.gov/doclib/287gMOA/HighSpringsPDFL_TFM_MOA_032025.pdf,
FLORIDA,Highland Beach Police Department,Municipality,,Task Force Model,2025-04-10,link,,https://www.ice.gov/doclib/287gMOA/HighlandBeachPoliceDeptFL_TFM_MOA_04.10.2025.pdf,
FLORIDA,Highlands County Sheriff's Office,County,Highlands County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/HighlandsCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Highlands County Sheriff's Office,County,Highlands County ,Warrant Service Officer,2019-10-15,link,,https://www.ice.gov/doclib/287gMOA/287gWSO_HighlandsCoFl2019-10-15.pdf,
FLORIDA,Hillsborough County Sheriff's Office,County,Hillsborough County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/HillsboroughCoSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,Hillsborough County Sheriff's Office,County,Hillsborough County ,Warrant Service Officer,2025-02-26,link,link,https://www.ice.gov/doclib/287gMOA/hIllsboroughCountySherrifsOffice_WSO_MOA_03122025.pdf,https://www.ice.gov/doclib/287gMOA/hIllsboroughCountySherrifsOffice_WSO_MOA_06102025.pdf
FLORIDA,Holly Hill Police Department,Municipality,,Task Force Model,2025-05-08,link,,https://www.ice.gov/doclib/287gMOA/HollyHillPoliceDeptFL_TFM_MOA_05082025.pdf,
FLORIDA,Hollywood Police Department ,Municipality,,Task Force Model,2025-06-18,link,,https://www.ice.gov/doclib/287gMOA/HollywoodPoliceDeptFL_TFM_MOA_06182025.pdf,
FLORIDA,Holmes Beach Police Department,Municipality,,Task Force Model,2025-04-10,link,,https://www.ice.gov/doclib/287gMOA/HolmesBeachPoliceDeptFL_TFM_MOA_04102025.pdf,
FLORIDA,Holmes County Sheriff's Office,County,Holmes County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/HolmesCoSheriffsOfficeFL_TFM_MOA_02262025.pdf,
FLORIDA,Holmes County Sheriff's Office,County,Holmes County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_HolmesCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/HolmesCoSheriffsOfficeFL_WSO_MOA_06252025.pdf
FLORIDA,Howey in the Hills Police Department ,Municipality,Lake Conty,Task Force Model,2025-07-24,link,,https://www.ice.gov/doclib/287gMOA/HoweyHillsPoliceDeptFL_TFM_MOA_07242025.pdf,
FLORIDA,Indialantic Police Department,Municipality,,Task Force Model,2025-05-13,link,,https://www.ice.gov/doclib/287gMOA/IndiatlanticPoliceDeptFL_TFM_MOA_05132025.pdf,
FLORIDA,Indian Creek Village Department of Public Safety,Municipality,,Task Force Model,2025-07-07,link,,https://www.ice.gov/doclib/287gMOA/IndianCreekFL_7.7.2025.pdf,
FLORIDA,Indian Harbour Beach Police Department,Municipality,,Task Force Model,2025-04-10,link,,https://www.ice.gov/doclib/287gMOA/IndianHarbourBeachPoliceDeptFL_TFM_MOA_04.10.2025.pdf,
FLORIDA,Indian River County Sheriff's Office,County,Indian River County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/indianRiverCountySherrifsOffice_TF_MOA_03122025.pdf,
FLORIDA,Indian River County Sheriff's Office,County,Indian River County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_IndianRiverCoFL2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/indianRiverCountySherrifsOffice_WSO_MOA_06092025.pdf
FLORIDA,Indian River Shores Department of Public Safety,Municipality,,Task Force Model,2025-03-05,link,,https://www.ice.gov/doclib/287gMOA/IndianRiverShoresDPS_TFM_MOA_03.04.25.pdf,
FLORIDA,Indian Shores Police Department,Municipality,,Task Force Model,2025-02-28,link,,https://www.ice.gov/doclib/287gMOA/IndianShoresPoliceDeptFL_TFM_MOA_02282025.pdf,
FLORIDA,Jackson County Correctional Facility,County,Jackson County,Warrant Service Officer,2025-02-26,link,link,https://www.ice.gov/doclib/287gMOA/jacksonCountyCorrectional_WSO_MOA_03122025.pdf,https://www.ice.gov/doclib/287gMOA/JacksonCountyCF_WSO_MOA_06252025.pdf
FLORIDA,Jackson County Sheriff's Office,County,Jackson County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/jacksonCountySherrifsOffice_TF_MOA_03122025.pdf,
FLORIDA,Jacksonville Sheriff's Office,County,Duval County,Jail Enforcement Model,2020-06-09,link,,https://www.ice.gov/doclib/287gMOA/287gJEM_JacksonvilleCoFl2020-06-09.pdf,
FLORIDA,Jacksonville Sheriff's Office,County,Duval County,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/JacksonvilleSheriffsOffice_TFM_MOA_02.26.2025.pdf,
FLORIDA,Jefferson County Sheriff's Office,County,Jefferson County ,Task Force Model,2025-02-26,link,,https://www.ice.gov/doclib/287gMOA/jeffersonCountySherrifsOffice_TF_MOA_03122025.pdf,
FLORIDA,Jefferson County Sheriff's Office,County,Jefferson County ,Warrant Service Officer,2019-10-15,link,link,https://www.ice.gov/doclib/287gMOA/287gWSO_JeffersonCoFl2019-10-15.pdf,https://www.ice.gov/doclib/287gMOA/jeffersonCountySherrifsOffice_WSO_MOA_06252025.pdf
